date,ward,sub_county,ward_code,lat,lon,temperature_2m_mean,precipitation_sum,relative_humidity_2m_mean,soil_moisture_0_to_7cm_mean,soil_temperature_0_to_7cm_mean
12/26/2017,,Rarieda,,-0.2308486,34.3408602,24.6,0,64,0.102,26.5
12/27/2017,,Rarieda,,-0.2308486,34.3408602,24.5,0,66,0.079,26.4
12/28/2017,,Rarieda,,-0.2308486,34.3408602,24.9,0,65,0.062,27.2
12/29/2017,,Rarieda,,-0.2308486,34.3408602,25,0.1,63,0.05,27.7
12/30/2017,,Rarieda,,-0.2308486,34.3408602,24.7,0,65,0.048,27.5
12/31/2017,,Rarieda,,-0.2308486,34.3408602,23.5,1.7,75,0.062,26.7
1/1/2018,,Rarieda,,-0.2308486,34.3408602,21.9,13.4,83,0.211,24.5
1/2/2018,,Rarieda,,-0.2308486,34.3408602,22.6,0.3,75,0.222,23.7
1/3/2018,,Rarieda,,-0.2308486,34.3408602,23.3,5.1,72,0.217,24.4
1/4/2018,,Rarieda,,-0.2308486,34.3408602,21.8,1.2,79,0.216,23.1
1/5/2018,,Rarieda,,-0.2308486,34.3408602,22.2,0.9,80,0.213,23.3
1/6/2018,,Rarieda,,-0.2308486,34.3408602,23.3,0.3,71,0.188,24.1
1/7/2018,,Rarieda,,-0.2308486,34.3408602,23.1,0.2,68,0.159,23.7
1/8/2018,,Rarieda,,-0.2308486,34.3408602,23.5,0,64,0.135,24.1
1/9/2018,,Rarieda,,-0.2308486,34.3408602,23.3,0,63,0.114,24.1
1/10/2018,,Rarieda,,-0.2308486,34.3408602,23.4,0.1,68,0.097,24.4
1/11/2018,,Rarieda,,-0.2308486,34.3408602,23.7,0.1,66,0.089,25
1/12/2018,,Rarieda,,-0.2308486,34.3408602,23.5,6.8,69,0.084,25.5
1/13/2018,,Rarieda,,-0.2308486,34.3408602,22.2,6.9,82,0.203,24.6
1/14/2018,,Rarieda,,-0.2308486,34.3408602,22.9,2.1,76,0.177,24.6
1/15/2018,,Rarieda,,-0.2308486,34.3408602,23,5.3,79,0.153,24.5
1/16/2018,,Rarieda,,-0.2308486,34.3408602,23.1,4.7,76,0.148,24.5
1/17/2018,,Rarieda,,-0.2308486,34.3408602,23.9,0,68,0.114,24.8
1/18/2018,,Rarieda,,-0.2308486,34.3408602,23.7,0.4,69,0.092,25.4
1/19/2018,,Rarieda,,-0.2308486,34.3408602,23.7,1,71,0.082,25.4
1/20/2018,,Rarieda,,-0.2308486,34.3408602,23.6,3.5,69,0.082,25.5
1/21/2018,,Rarieda,,-0.2308486,34.3408602,23.4,0.1,67,0.08,25.7
1/22/2018,,Rarieda,,-0.2308486,34.3408602,24,0,68,0.064,26
1/23/2018,,Rarieda,,-0.2308486,34.3408602,23.9,0,65,0.054,26.3
1/24/2018,,Rarieda,,-0.2308486,34.3408602,23.3,0.5,72,0.054,26.2
1/25/2018,,Rarieda,,-0.2308486,34.3408602,22.5,2.1,78,0.069,25.6
1/26/2018,,Rarieda,,-0.2308486,34.3408602,23.1,2,77,0.091,25
1/27/2018,,Rarieda,,-0.2308486,34.3408602,23.9,0.1,71,0.099,25.6
1/28/2018,,Rarieda,,-0.2308486,34.3408602,24.1,0,70,0.085,26.1
1/29/2018,,Rarieda,,-0.2308486,34.3408602,24.2,0.6,73,0.07,26.4
1/30/2018,,Rarieda,,-0.2308486,34.3408602,24.6,0.2,70,0.057,27
1/31/2018,,Rarieda,,-0.2308486,34.3408602,25.2,0,61,0.049,28.1
2/1/2018,,Rarieda,,-0.2308486,34.3408602,25.4,0,61,0.047,28.6
2/2/2018,,Rarieda,,-0.2308486,34.3408602,25.7,0,62,0.043,29.2
2/3/2018,,Rarieda,,-0.2308486,34.3408602,25.5,0,57,0.038,28.4
2/4/2018,,Rarieda,,-0.2308486,34.3408602,25.8,0,55,0.037,28.8
2/5/2018,,Rarieda,,-0.2308486,34.3408602,26.6,0,54,0.037,29.7
2/6/2018,,Rarieda,,-0.2308486,34.3408602,26.2,0,57,0.038,29.4
2/7/2018,,Rarieda,,-0.2308486,34.3408602,25.9,0,59,0.039,29.2
2/8/2018,,Rarieda,,-0.2308486,34.3408602,26.2,0,54,0.041,29.5
2/9/2018,,Rarieda,,-0.2308486,34.3408602,25.8,0,54,0.042,29.2
2/10/2018,,Rarieda,,-0.2308486,34.3408602,26,0,55,0.039,29.4
2/11/2018,,Rarieda,,-0.2308486,34.3408602,26,0,54,0.039,29.1
2/12/2018,,Rarieda,,-0.2308486,34.3408602,26,0.1,59,0.039,29.6
2/13/2018,,Rarieda,,-0.2308486,34.3408602,25.6,0,62,0.037,29.1
2/14/2018,,Rarieda,,-0.2308486,34.3408602,26.2,0,53,0.035,29.5
2/15/2018,,Rarieda,,-0.2308486,34.3408602,27.1,0,46,0.034,30.8
2/16/2018,,Rarieda,,-0.2308486,34.3408602,26.8,0,49,0.035,30.4
2/17/2018,,Rarieda,,-0.2308486,34.3408602,26.9,0,49,0.033,30.7
2/18/2018,,Rarieda,,-0.2308486,34.3408602,25.2,4.5,64,0.076,28.5
2/19/2018,,Rarieda,,-0.2308486,34.3408602,25,0.7,66,0.062,28.1
2/20/2018,,Rarieda,,-0.2308486,34.3408602,24.1,2.8,74,0.067,26.6
2/21/2018,,Rarieda,,-0.2308486,34.3408602,23.2,5.8,78,0.105,25.7
2/22/2018,,Rarieda,,-0.2308486,34.3408602,23.8,0.8,75,0.093,26.5
2/23/2018,,Rarieda,,-0.2308486,34.3408602,23.8,4.5,75,0.113,26.4
2/24/2018,,Rarieda,,-0.2308486,34.3408602,23.1,2.8,80,0.141,26
2/25/2018,,Rarieda,,-0.2308486,34.3408602,23.2,7.7,79,0.177,25.7
2/26/2018,,Rarieda,,-0.2308486,34.3408602,23.8,0.4,73,0.171,25.8
2/27/2018,,Rarieda,,-0.2308486,34.3408602,23.2,2.7,79,0.177,25.5
2/28/2018,,Rarieda,,-0.2308486,34.3408602,22.9,14.8,79,0.238,25
3/1/2018,,Rarieda,,-0.2308486,34.3408602,21.4,9.9,85,0.243,23.9
3/2/2018,,Rarieda,,-0.2308486,34.3408602,20.7,10.4,85,0.262,23.1
3/3/2018,,Rarieda,,-0.2308486,34.3408602,21.8,8.2,82,0.265,23
3/4/2018,,Rarieda,,-0.2308486,34.3408602,21.3,23,85,0.281,23.1
3/5/2018,,Rarieda,,-0.2308486,34.3408602,22.9,1.6,72,0.238,24
3/6/2018,,Rarieda,,-0.2308486,34.3408602,22.3,1.7,80,0.226,23.8
3/7/2018,,Rarieda,,-0.2308486,34.3408602,23,1.5,75,0.229,24.4
3/8/2018,,Rarieda,,-0.2308486,34.3408602,23.3,1.3,76,0.199,25.1
3/9/2018,,Rarieda,,-0.2308486,34.3408602,23.8,0.3,79,0.172,25.3
3/10/2018,,Rarieda,,-0.2308486,34.3408602,23.3,7.4,80,0.241,25.3
3/11/2018,,Rarieda,,-0.2308486,34.3408602,22.8,10.6,81,0.241,24.5
3/12/2018,,Rarieda,,-0.2308486,34.3408602,23,3.8,79,0.221,24.4
3/13/2018,,Rarieda,,-0.2308486,34.3408602,21.7,17.3,84,0.289,23.7
3/14/2018,,Rarieda,,-0.2308486,34.3408602,23.3,4.2,81,0.264,24.5
3/15/2018,,Rarieda,,-0.2308486,34.3408602,21.9,8.3,83,0.282,23.8
3/16/2018,,Rarieda,,-0.2308486,34.3408602,21,20.7,85,0.33,22.1
3/17/2018,,Rarieda,,-0.2308486,34.3408602,22.9,0,79,0.286,23.6
3/18/2018,,Rarieda,,-0.2308486,34.3408602,22.9,8.1,82,0.265,24.2
3/19/2018,,Rarieda,,-0.2308486,34.3408602,21.3,30.6,83,0.328,23.5
3/20/2018,,Rarieda,,-0.2308486,34.3408602,22,7.9,83,0.29,23.6
3/21/2018,,Rarieda,,-0.2308486,34.3408602,22,3,83,0.294,23.8
3/22/2018,,Rarieda,,-0.2308486,34.3408602,22.8,2.8,80,0.269,24.2
3/23/2018,,Rarieda,,-0.2308486,34.3408602,23.2,0,78,0.249,24.3
3/24/2018,,Rarieda,,-0.2308486,34.3408602,23.7,1.5,76,0.23,24.6
3/25/2018,,Rarieda,,-0.2308486,34.3408602,22.5,3.6,84,0.256,24.3
3/26/2018,,Rarieda,,-0.2308486,34.3408602,23.5,1.6,80,0.241,24.6
3/27/2018,,Rarieda,,-0.2308486,34.3408602,23.5,2.1,80,0.224,24.7
3/28/2018,,Rarieda,,-0.2308486,34.3408602,22.7,4.5,82,0.244,24.4
3/29/2018,,Rarieda,,-0.2308486,34.3408602,22.6,2.9,81,0.277,24.2
3/30/2018,,Rarieda,,-0.2308486,34.3408602,22.7,0.8,81,0.25,24
3/31/2018,,Rarieda,,-0.2308486,34.3408602,23.1,1.5,81,0.233,24.5
4/1/2018,,Rarieda,,-0.2308486,34.3408602,22.8,8.6,83,0.269,24.3
4/2/2018,,Rarieda,,-0.2308486,34.3408602,23.3,0.7,78,0.255,24.7
4/3/2018,,Rarieda,,-0.2308486,34.3408602,22.1,18.8,83,0.29,24.2
4/4/2018,,Rarieda,,-0.2308486,34.3408602,20.6,36.1,88,0.344,22.8
4/5/2018,,Rarieda,,-0.2308486,34.3408602,21.4,15.3,82,0.329,22.7
4/6/2018,,Rarieda,,-0.2308486,34.3408602,22.1,2.1,81,0.291,23.3
4/7/2018,,Rarieda,,-0.2308486,34.3408602,22.1,5.4,81,0.289,23.4
4/8/2018,,Rarieda,,-0.2308486,34.3408602,21.1,33.6,85,0.326,22.6
4/9/2018,,Rarieda,,-0.2308486,34.3408602,21.5,1.6,83,0.305,22.8
4/10/2018,,Rarieda,,-0.2308486,34.3408602,22.5,2,81,0.285,23.7
4/11/2018,,Rarieda,,-0.2308486,34.3408602,22.3,20.3,82,0.311,23.9
4/12/2018,,Rarieda,,-0.2308486,34.3408602,22.1,11.2,81,0.32,23.5
4/13/2018,,Rarieda,,-0.2308486,34.3408602,21.9,10.7,85,0.3,23.2
4/14/2018,,Rarieda,,-0.2308486,34.3408602,20.2,13,87,0.329,22
4/15/2018,,Rarieda,,-0.2308486,34.3408602,21.7,0.6,80,0.289,22.8
4/16/2018,,Rarieda,,-0.2308486,34.3408602,20.8,7.9,82,0.307,22.1
4/17/2018,,Rarieda,,-0.2308486,34.3408602,20.6,10.6,81,0.313,21.6
4/18/2018,,Rarieda,,-0.2308486,34.3408602,21.9,0,77,0.284,22.6
4/19/2018,,Rarieda,,-0.2308486,34.3408602,22,1.4,81,0.266,23.3
4/20/2018,,Rarieda,,-0.2308486,34.3408602,22.4,2.1,83,0.252,23.6
4/21/2018,,Rarieda,,-0.2308486,34.3408602,22.4,1.4,80,0.253,23.7
4/22/2018,,Rarieda,,-0.2308486,34.3408602,21.1,19.5,88,0.275,22.7
4/23/2018,,Rarieda,,-0.2308486,34.3408602,22.2,6.1,79,0.31,23
4/24/2018,,Rarieda,,-0.2308486,34.3408602,21.7,11.5,86,0.314,23.5
4/25/2018,,Rarieda,,-0.2308486,34.3408602,22,6.9,86,0.309,23.3
4/26/2018,,Rarieda,,-0.2308486,34.3408602,21.7,16,86,0.308,23.3
4/27/2018,,Rarieda,,-0.2308486,34.3408602,21.5,12.2,86,0.314,23.3
4/28/2018,,Rarieda,,-0.2308486,34.3408602,22.1,8.7,82,0.311,23.9
4/29/2018,,Rarieda,,-0.2308486,34.3408602,22.1,12.4,83,0.314,23.9
4/30/2018,,Rarieda,,-0.2308486,34.3408602,22,10.3,82,0.314,23.9
5/1/2018,,Rarieda,,-0.2308486,34.3408602,22.6,2.8,78,0.303,23.9
5/2/2018,,Rarieda,,-0.2308486,34.3408602,21.9,4.2,78,0.302,22.4
5/3/2018,,Rarieda,,-0.2308486,34.3408602,22.6,0.6,80,0.272,23.4
5/4/2018,,Rarieda,,-0.2308486,34.3408602,22.8,0.5,79,0.254,23.9
5/5/2018,,Rarieda,,-0.2308486,34.3408602,22.9,3.1,79,0.255,24
5/6/2018,,Rarieda,,-0.2308486,34.3408602,22.6,6.7,81,0.259,24
5/7/2018,,Rarieda,,-0.2308486,34.3408602,21.9,19.9,83,0.309,24
5/8/2018,,Rarieda,,-0.2308486,34.3408602,22.4,0.8,80,0.286,23.9
5/9/2018,,Rarieda,,-0.2308486,34.3408602,23,0.5,80,0.264,24.2
5/10/2018,,Rarieda,,-0.2308486,34.3408602,22.6,6,81,0.271,24.2
5/11/2018,,Rarieda,,-0.2308486,34.3408602,22.7,4.8,80,0.259,24.3
5/12/2018,,Rarieda,,-0.2308486,34.3408602,23.1,0.5,77,0.241,24.1
5/13/2018,,Rarieda,,-0.2308486,34.3408602,23,0.8,80,0.224,24.4
5/14/2018,,Rarieda,,-0.2308486,34.3408602,23.2,4,80,0.238,24.5
5/15/2018,,Rarieda,,-0.2308486,34.3408602,21.6,36.1,85,0.336,23.8
5/16/2018,,Rarieda,,-0.2308486,34.3408602,20.9,11.8,83,0.323,23
5/17/2018,,Rarieda,,-0.2308486,34.3408602,22.5,0,80,0.286,23.4
5/18/2018,,Rarieda,,-0.2308486,34.3408602,22.6,11.8,81,0.272,23.9
5/19/2018,,Rarieda,,-0.2308486,34.3408602,21.3,21.8,83,0.319,22.6
5/20/2018,,Rarieda,,-0.2308486,34.3408602,22.6,4.8,80,0.283,23.4
5/21/2018,,Rarieda,,-0.2308486,34.3408602,21.9,14.2,82,0.29,23.7
5/22/2018,,Rarieda,,-0.2308486,34.3408602,20.8,55.9,84,0.349,22.5
5/23/2018,,Rarieda,,-0.2308486,34.3408602,21.8,4.7,80,0.288,23.2
5/24/2018,,Rarieda,,-0.2308486,34.3408602,22.3,2.2,78,0.274,23.1
5/25/2018,,Rarieda,,-0.2308486,34.3408602,22.1,2.4,81,0.266,23.2
5/26/2018,,Rarieda,,-0.2308486,34.3408602,22.1,2.6,85,0.271,23.1
5/27/2018,,Rarieda,,-0.2308486,34.3408602,22,9.3,82,0.277,23.4
5/28/2018,,Rarieda,,-0.2308486,34.3408602,22.5,4.1,79,0.258,23.5
5/29/2018,,Rarieda,,-0.2308486,34.3408602,22.4,0.8,80,0.253,23.4
5/30/2018,,Rarieda,,-0.2308486,34.3408602,22.2,1.1,81,0.245,23.3
5/31/2018,,Rarieda,,-0.2308486,34.3408602,22.3,7.1,79,0.266,23.5
6/1/2018,,Rarieda,,-0.2308486,34.3408602,22.3,1.4,80,0.271,23.7
6/2/2018,,Rarieda,,-0.2308486,34.3408602,22.2,12.6,83,0.279,23.8
6/3/2018,,Rarieda,,-0.2308486,34.3408602,22.6,2.7,81,0.263,23.6
6/4/2018,,Rarieda,,-0.2308486,34.3408602,21.8,13.5,86,0.294,23.1
6/5/2018,,Rarieda,,-0.2308486,34.3408602,20.2,10,88,0.317,21.7
6/6/2018,,Rarieda,,-0.2308486,34.3408602,21.1,1.2,82,0.298,22
6/7/2018,,Rarieda,,-0.2308486,34.3408602,21.5,4.8,82,0.287,22.7
6/8/2018,,Rarieda,,-0.2308486,34.3408602,21.9,0.3,80,0.278,23.1
6/9/2018,,Rarieda,,-0.2308486,34.3408602,22.4,0,79,0.256,23.4
6/10/2018,,Rarieda,,-0.2308486,34.3408602,22.5,0.3,78,0.241,23.2
6/11/2018,,Rarieda,,-0.2308486,34.3408602,22.5,0,77,0.227,23.2
6/12/2018,,Rarieda,,-0.2308486,34.3408602,22.4,0.5,66,0.211,22.7
6/13/2018,,Rarieda,,-0.2308486,34.3408602,22.3,0.1,74,0.198,23
6/14/2018,,Rarieda,,-0.2308486,34.3408602,21.5,3.1,78,0.212,22.9
6/15/2018,,Rarieda,,-0.2308486,34.3408602,22.2,0,78,0.192,23.1
6/16/2018,,Rarieda,,-0.2308486,34.3408602,22.7,0,76,0.175,23.6
6/17/2018,,Rarieda,,-0.2308486,34.3408602,23.1,0,75,0.159,23.9
6/18/2018,,Rarieda,,-0.2308486,34.3408602,22.9,1.9,76,0.15,23.8
6/19/2018,,Rarieda,,-0.2308486,34.3408602,21,7.4,82,0.19,23.1
6/20/2018,,Rarieda,,-0.2308486,34.3408602,20.8,13.9,82,0.256,22.7
6/21/2018,,Rarieda,,-0.2308486,34.3408602,20.4,3.9,85,0.27,22.4
6/22/2018,,Rarieda,,-0.2308486,34.3408602,21.1,4.9,79,0.265,22.5
6/23/2018,,Rarieda,,-0.2308486,34.3408602,21,3.1,82,0.248,22.5
6/24/2018,,Rarieda,,-0.2308486,34.3408602,22.1,2.7,79,0.237,22.9
6/25/2018,,Rarieda,,-0.2308486,34.3408602,22.3,2.8,75,0.22,22.9
6/26/2018,,Rarieda,,-0.2308486,34.3408602,21.3,3.4,82,0.226,22.6
6/27/2018,,Rarieda,,-0.2308486,34.3408602,21.4,1.6,81,0.236,22.7
6/28/2018,,Rarieda,,-0.2308486,34.3408602,21.9,1.1,76,0.227,22.5
6/29/2018,,Rarieda,,-0.2308486,34.3408602,22.1,1.8,77,0.211,23
6/30/2018,,Rarieda,,-0.2308486,34.3408602,21.9,0.4,77,0.209,23
7/1/2018,,Rarieda,,-0.2308486,34.3408602,21.1,1.7,82,0.226,22.7
7/2/2018,,Rarieda,,-0.2308486,34.3408602,21,5.1,85,0.241,22.8
7/3/2018,,Rarieda,,-0.2308486,34.3408602,21.9,0.9,76,0.227,23
7/4/2018,,Rarieda,,-0.2308486,34.3408602,22,1,74,0.207,22.7
7/5/2018,,Rarieda,,-0.2308486,34.3408602,22.1,0.6,70,0.195,22.7
7/6/2018,,Rarieda,,-0.2308486,34.3408602,21.6,0.6,70,0.184,22.8
7/7/2018,,Rarieda,,-0.2308486,34.3408602,21.7,0,68,0.163,22.4
7/8/2018,,Rarieda,,-0.2308486,34.3408602,21.5,0,70,0.147,22.4
7/9/2018,,Rarieda,,-0.2308486,34.3408602,21.6,0.8,73,0.139,22.9
7/10/2018,,Rarieda,,-0.2308486,34.3408602,21.9,0.2,73,0.128,22.7
7/11/2018,,Rarieda,,-0.2308486,34.3408602,21.5,0.8,74,0.121,22.7
7/12/2018,,Rarieda,,-0.2308486,34.3408602,22,0,71,0.11,23.4
7/13/2018,,Rarieda,,-0.2308486,34.3408602,22,0.7,73,0.1,23.5
7/14/2018,,Rarieda,,-0.2308486,34.3408602,21.8,0.4,74,0.098,23.1
7/15/2018,,Rarieda,,-0.2308486,34.3408602,22.3,0.8,72,0.092,23.7
7/16/2018,,Rarieda,,-0.2308486,34.3408602,22.3,0,65,0.081,24.1
7/17/2018,,Rarieda,,-0.2308486,34.3408602,22.2,0,63,0.068,24.4
7/18/2018,,Rarieda,,-0.2308486,34.3408602,22.5,0,68,0.06,25
7/19/2018,,Rarieda,,-0.2308486,34.3408602,23.2,0,63,0.056,25.8
7/20/2018,,Rarieda,,-0.2308486,34.3408602,23.3,0,61,0.051,26.4
7/21/2018,,Rarieda,,-0.2308486,34.3408602,23.2,0.3,64,0.053,26.1
7/22/2018,,Rarieda,,-0.2308486,34.3408602,22.4,3.1,68,0.067,25.3
7/23/2018,,Rarieda,,-0.2308486,34.3408602,22.6,1.9,62,0.054,25.8
7/24/2018,,Rarieda,,-0.2308486,34.3408602,21.9,3.2,67,0.092,24.6
7/25/2018,,Rarieda,,-0.2308486,34.3408602,22.6,0.8,63,0.077,24.8
7/26/2018,,Rarieda,,-0.2308486,34.3408602,22.4,1,66,0.073,24.8
7/27/2018,,Rarieda,,-0.2308486,34.3408602,22.1,2.7,70,0.066,25
7/28/2018,,Rarieda,,-0.2308486,34.3408602,21.5,5.3,76,0.114,24.1
7/29/2018,,Rarieda,,-0.2308486,34.3408602,22,0.8,78,0.097,24
7/30/2018,,Rarieda,,-0.2308486,34.3408602,21.9,3.3,78,0.139,23.8
7/31/2018,,Rarieda,,-0.2308486,34.3408602,22.1,1.8,78,0.172,23.7
8/1/2018,,Rarieda,,-0.2308486,34.3408602,21.5,0.5,80,0.165,23.3
8/2/2018,,Rarieda,,-0.2308486,34.3408602,22.2,0.1,78,0.141,23.9
8/3/2018,,Rarieda,,-0.2308486,34.3408602,22.1,6.5,80,0.168,23.6
8/4/2018,,Rarieda,,-0.2308486,34.3408602,22.7,0,71,0.152,23.6
8/5/2018,,Rarieda,,-0.2308486,34.3408602,22.6,0.2,68,0.125,23.8
8/6/2018,,Rarieda,,-0.2308486,34.3408602,22.8,1.6,67,0.104,24.1
8/7/2018,,Rarieda,,-0.2308486,34.3408602,22.5,0,70,0.087,24.4
8/8/2018,,Rarieda,,-0.2308486,34.3408602,22.8,0,66,0.072,24.6
8/9/2018,,Rarieda,,-0.2308486,34.3408602,23.3,0,68,0.055,25.8
8/10/2018,,Rarieda,,-0.2308486,34.3408602,23.3,0.1,68,0.048,25.9
8/11/2018,,Rarieda,,-0.2308486,34.3408602,23.9,0,61,0.053,26.7
8/12/2018,,Rarieda,,-0.2308486,34.3408602,24,0.3,53,0.048,27.4
8/13/2018,,Rarieda,,-0.2308486,34.3408602,22.9,0,63,0.051,26.5
8/14/2018,,Rarieda,,-0.2308486,34.3408602,23.1,0,56,0.049,26.2
8/15/2018,,Rarieda,,-0.2308486,34.3408602,23.8,0,55,0.044,27
8/16/2018,,Rarieda,,-0.2308486,34.3408602,23.5,0,61,0.041,26.3
8/17/2018,,Rarieda,,-0.2308486,34.3408602,23.3,0,64,0.044,26.8
8/18/2018,,Rarieda,,-0.2308486,34.3408602,23.7,0,65,0.043,27
8/19/2018,,Rarieda,,-0.2308486,34.3408602,23.5,0,66,0.039,27.5
8/20/2018,,Rarieda,,-0.2308486,34.3408602,22.1,4.3,76,0.077,25.2
8/21/2018,,Rarieda,,-0.2308486,34.3408602,21.8,8.6,83,0.183,24
8/22/2018,,Rarieda,,-0.2308486,34.3408602,21.4,6.5,82,0.243,23.5
8/23/2018,,Rarieda,,-0.2308486,34.3408602,21.3,13.5,82,0.252,23.5
8/24/2018,,Rarieda,,-0.2308486,34.3408602,20.5,32.2,87,0.313,22.4
8/25/2018,,Rarieda,,-0.2308486,34.3408602,20.8,16.2,86,0.313,22.7
8/26/2018,,Rarieda,,-0.2308486,34.3408602,21.7,1.6,85,0.275,23.1
8/27/2018,,Rarieda,,-0.2308486,34.3408602,20.9,11.1,87,0.279,22.4
8/28/2018,,Rarieda,,-0.2308486,34.3408602,22.1,0.3,79,0.258,23
8/29/2018,,Rarieda,,-0.2308486,34.3408602,21.1,10.4,82,0.278,22.8
8/30/2018,,Rarieda,,-0.2308486,34.3408602,22,0.3,78,0.255,23.5
8/31/2018,,Rarieda,,-0.2308486,34.3408602,22.7,0,74,0.224,23.7
9/1/2018,,Rarieda,,-0.2308486,34.3408602,22.9,0.5,74,0.203,24
9/2/2018,,Rarieda,,-0.2308486,34.3408602,23.1,0.4,72,0.191,24.1
9/3/2018,,Rarieda,,-0.2308486,34.3408602,22.2,0.9,78,0.179,23.8
9/4/2018,,Rarieda,,-0.2308486,34.3408602,21.7,0.9,84,0.177,23.9
9/5/2018,,Rarieda,,-0.2308486,34.3408602,23,0.3,71,0.164,24.3
9/6/2018,,Rarieda,,-0.2308486,34.3408602,23.1,0,69,0.147,24.1
9/7/2018,,Rarieda,,-0.2308486,34.3408602,23.7,0,64,0.131,24.1
9/8/2018,,Rarieda,,-0.2308486,34.3408602,23,0.5,69,0.113,24.4
9/9/2018,,Rarieda,,-0.2308486,34.3408602,23.8,0,59,0.095,25.2
9/10/2018,,Rarieda,,-0.2308486,34.3408602,23.4,0,70,0.08,25.4
9/11/2018,,Rarieda,,-0.2308486,34.3408602,23.8,0,73,0.07,26.3
9/12/2018,,Rarieda,,-0.2308486,34.3408602,22.2,15.7,81,0.106,25.1
9/13/2018,,Rarieda,,-0.2308486,34.3408602,22,3.7,81,0.131,24.2
9/14/2018,,Rarieda,,-0.2308486,34.3408602,22.6,4.2,77,0.171,24
9/15/2018,,Rarieda,,-0.2308486,34.3408602,23.8,0,67,0.145,24.9
9/16/2018,,Rarieda,,-0.2308486,34.3408602,23.7,0.2,74,0.118,25.1
9/17/2018,,Rarieda,,-0.2308486,34.3408602,23.8,0.1,69,0.094,25.4
9/18/2018,,Rarieda,,-0.2308486,34.3408602,24.3,0,67,0.075,26.2
9/19/2018,,Rarieda,,-0.2308486,34.3408602,23.2,8.6,79,0.146,25.2
9/20/2018,,Rarieda,,-0.2308486,34.3408602,23.3,0.9,77,0.171,25.2
9/21/2018,,Rarieda,,-0.2308486,34.3408602,24,0.1,66,0.137,25.1
9/22/2018,,Rarieda,,-0.2308486,34.3408602,24.2,1.8,69,0.115,25.9
9/23/2018,,Rarieda,,-0.2308486,34.3408602,24,1.3,72,0.089,26.5
9/24/2018,,Rarieda,,-0.2308486,34.3408602,24.9,0,63,0.074,26.8
9/25/2018,,Rarieda,,-0.2308486,34.3408602,24.5,0.3,65,0.059,27.3
9/26/2018,,Rarieda,,-0.2308486,34.3408602,25,2.6,64,0.058,28.2
9/27/2018,,Rarieda,,-0.2308486,34.3408602,25.8,0.1,57,0.051,28.7
9/28/2018,,Rarieda,,-0.2308486,34.3408602,25.8,0,57,0.049,29.2
9/29/2018,,Rarieda,,-0.2308486,34.3408602,24.2,1.3,72,0.055,27.8
9/30/2018,,Rarieda,,-0.2308486,34.3408602,23.6,5.1,69,0.099,26.5
10/1/2018,,Rarieda,,-0.2308486,34.3408602,24.5,0.4,58,0.074,26.6
10/2/2018,,Rarieda,,-0.2308486,34.3408602,24.8,0.6,58,0.057,27.3
10/3/2018,,Rarieda,,-0.2308486,34.3408602,24.8,0,64,0.055,28
10/4/2018,,Rarieda,,-0.2308486,34.3408602,24,5.1,74,0.096,26.8
10/5/2018,,Rarieda,,-0.2308486,34.3408602,25.2,0,64,0.094,27.1
10/6/2018,,Rarieda,,-0.2308486,34.3408602,24.8,0.2,68,0.073,27.6
10/7/2018,,Rarieda,,-0.2308486,34.3408602,24.5,3.6,71,0.067,27.4
10/8/2018,,Rarieda,,-0.2308486,34.3408602,24.5,2.1,66,0.059,27.5
10/9/2018,,Rarieda,,-0.2308486,34.3408602,23.9,0.4,70,0.06,27.3
10/10/2018,,Rarieda,,-0.2308486,34.3408602,23.7,3.9,71,0.065,27.3
10/11/2018,,Rarieda,,-0.2308486,34.3408602,22.7,5.5,81,0.163,25.4
10/12/2018,,Rarieda,,-0.2308486,34.3408602,22.6,10.1,81,0.219,24.9
10/13/2018,,Rarieda,,-0.2308486,34.3408602,23.5,3.9,77,0.194,25.4
10/14/2018,,Rarieda,,-0.2308486,34.3408602,22.1,22,81,0.271,24.4
10/15/2018,,Rarieda,,-0.2308486,34.3408602,22.6,5.2,81,0.271,24.3
10/16/2018,,Rarieda,,-0.2308486,34.3408602,23.1,2.2,79,0.245,24.8
10/17/2018,,Rarieda,,-0.2308486,34.3408602,23.4,1,74,0.212,24.8
10/18/2018,,Rarieda,,-0.2308486,34.3408602,22.5,11.4,80,0.256,24.1
10/19/2018,,Rarieda,,-0.2308486,34.3408602,21.3,13,83,0.282,23.4
10/20/2018,,Rarieda,,-0.2308486,34.3408602,21.8,6.5,81,0.289,23.6
10/21/2018,,Rarieda,,-0.2308486,34.3408602,23.6,0.9,72,0.256,24.5
10/22/2018,,Rarieda,,-0.2308486,34.3408602,24.4,0,62,0.225,24.7
10/23/2018,,Rarieda,,-0.2308486,34.3408602,23.8,0,63,0.198,24.5
10/24/2018,,Rarieda,,-0.2308486,34.3408602,23.8,0,64,0.18,24.6
10/25/2018,,Rarieda,,-0.2308486,34.3408602,23,2.2,69,0.17,23.7
10/26/2018,,Rarieda,,-0.2308486,34.3408602,23,0.1,72,0.185,24.2
10/27/2018,,Rarieda,,-0.2308486,34.3408602,22.3,4.4,81,0.211,24.5
10/28/2018,,Rarieda,,-0.2308486,34.3408602,22.6,6.3,80,0.246,24.5
10/29/2018,,Rarieda,,-0.2308486,34.3408602,23.1,6.9,78,0.22,24.6
10/30/2018,,Rarieda,,-0.2308486,34.3408602,22.6,15.8,80,0.24,24.6
