pH,Nitrogen,Phosphorus,Potassium,Organic_Carbon,Soil_Texture,Rainfall_mm,Temperature_C,Market_Price_KES,Farm_Size_ha,Irrigation,Input_Budget_KES,Farmer_Profile,Sub_County,Season,Humidity_pct,market_signal,Recommended_Crop
5.793774,0.141845,9.014278,100.516297,1.57312,Clayey,315.0,21.9,6630.84,0.9447009537750324,1,9277.013019259364,Mixed,Bondo,dry,76.0,fair,Cassava
5.665155,0.142438,12.908204,121.012695,1.468262,Clayey,270.0,21.1,7577.71,1.2765337984880027,1,10911.985248033652,Mixed,Bondo,dry,80.0,good,Cassava
5.807375,0.13856,9.702974,118.132501,1.699861,Clayey,225.0,21.6,6773.38,1.272080064298048,1,12981.3833082285,Progressive,Bondo,dry,77.0,fair,Sorghum
5.704162,0.11841,13.334022,118.98751,1.555052,Clayey,54.0,22.0,6716.82,1.1557474952138551,1,11568.136901407626,Mixed,Bondo,dry,75.0,fair,Cassava
5.449942,0.121294,13.396069,126.112503,1.769877,Clayey,0.0,22.3,6564.13,0.7599467584818794,1,9881.607817184464,Mixed,Bondo,dry,69.0,fair,Cassava
5.583872,0.147473,12.471502,113.7202,1.580897,Loamy,270.0,21.8,6982.17,3.589815647497336,1,18907.33060479784,Commercial,Bondo,dry,77.0,fair,Cassava
6.098699,0.13943,10.785721,130.040656,1.439511,Loamy,495.0,21.8,7707.11,1.8319866573288284,0,12992.124205715843,Mixed,Bondo,dry,76.0,good,Sorghum
5.933365,0.147753,10.039198,94.439737,1.332861,Clayey,234.0,21.5,6988.01,1.3948048903677872,1,11521.616727921142,Mixed,Bondo,dry,79.0,fair,Sorghum
5.640227,0.126509,10.303226,135.561169,1.84575,Clayey,576.0,21.1,6613.62,2.3255851187324166,0,14247.637360293524,Mixed,Bondo,dry,82.0,fair,Cassava
5.834986,0.135969,9.866779,113.625135,1.442113,Clayey,36.0,22.1,6754.58,2.0036188748431347,1,13568.669553151927,Progressive,Bondo,dry,75.0,fair,Sorghum
5.743738,0.136954,11.874416,105.544784,1.819295,Clayey,18.0,22.8,6897.97,1.8100585286503947,1,15581.762127715832,Progressive,Bondo,dry,64.0,fair,Cassava
6.048555,0.15097,11.658378,112.652028,1.589824,Clayey,126.0,22.1,6780.76,2.239379901463526,1,14235.464245154451,Progressive,Bondo,dry,71.0,fair,Sorghum
5.674082,0.08397,16.094029,132.981522,1.772326,Loamy,36.0,22.6,6796.35,1.681432429534126,1,15405.040162999092,Progressive,Bondo,dry,70.0,fair,Cassava
5.744895,0.127211,15.987463,106.069473,1.710342,Loamy,9.0,22.5,6922.7,2.2222388032126497,1,15367.800147214142,Progressive,Bondo,dry,71.0,fair,Cassava
5.540587,0.142159,15.259439,115.185088,1.749576,Clayey,504.0,21.7,8030.21,2.320118812047684,0,13743.664310130756,Mixed,Bondo,dry,76.0,good,Cassava
5.673121,0.146182,11.461541,101.581524,1.910888,Sandy,1215.0,19.7,6521.38,1.7067888544367058,0,10308.839554164026,Mixed,Bondo,dry,88.0,fair,Rice
5.151767,0.116851,8.787517,118.8214,1.57829,Sandy,306.0,21.5,6892.68,1.3984924896865825,1,11246.392298698887,Mixed,Bondo,dry,78.0,fair,Cassava
5.751942,0.132017,12.305757,129.03257,2.017484,Loamy,342.0,21.6,6498.87,3.4757380910182647,1,20354.128669503963,Commercial,Bondo,dry,77.0,fair,Cassava
5.900705,0.138238,11.355752,117.445462,1.872676,Clayey,45.0,22.1,6798.86,1.2232254717968205,1,11299.280698455656,Mixed,Bondo,dry,73.0,fair,Sorghum
6.038447,0.147581,11.984366,109.65665,1.652413,Clayey,90.0,22.4,6970.51,1.922224429039757,1,14720.706656901508,Progressive,Bondo,dry,71.0,fair,Sorghum
5.796194,0.131404,12.850101,109.0907,1.673374,Clayey,486.00000000000006,21.9,6952.09,1.9449424220718032,0,12118.443985802713,Mixed,Bondo,dry,78.0,fair,Cassava
5.626921,0.129631,13.447825,115.349666,1.742693,Loamy,90.0,22.5,6766.84,1.142284171332984,1,11443.991516971671,Mixed,Bondo,dry,72.0,fair,Cassava
5.535711,0.120127,7.988217,120.573106,1.634279,Clayey,54.0,22.4,6894.14,1.030384835993064,1,11746.93790935802,Mixed,Bondo,dry,71.0,fair,Cassava
5.604938,0.145184,14.750073,124.433494,1.371704,Clayey,117.0,22.7,6725.36,1.3047310781390158,1,12750.337050437054,Progressive,Bondo,dry,74.0,fair,Cassava
5.380302,0.147385,14.006846,101.512383,1.523513,Sandy,216.0,22.3,5702.63,1.214153633786102,1,11851.483577005189,Mixed,Bondo,dry,73.0,low,Cassava
5.649634,0.143784,10.638085,108.184567,1.522856,Clayey,54.0,23.1,6798.68,0.734747855731433,1,9686.314355846114,Mixed,Bondo,dry,72.0,fair,Cassava
5.454871,0.138354,13.857064,131.377857,1.680112,Clayey,0.0,23.2,6880.1,1.117643618688547,1,9421.777947859646,Mixed,Bondo,dry,72.0,fair,Cassava
5.580555,0.129411,11.346206,119.975628,1.47595,Loamy,153.0,22.4,6593.65,1.8011690962926397,1,13815.62985945725,Progressive,Bondo,dry,76.0,fair,Cassava
5.659132,0.114426,11.976818,115.770743,1.885494,Loamy,27.0,22.3,6839.21,3.029176086074209,1,17420.857354247062,Progressive,Bondo,dry,74.0,fair,Cassava
5.765874,0.111674,11.576186,123.401588,1.745291,Loamy,180.0,22.3,6954.07,2.09234091517427,1,16008.216313383084,Progressive,Bondo,dry,79.0,fair,Cassava
5.369774,0.143537,10.307421,85.931192,1.636446,Sandy,1026.0,21.9,6506.14,0.4058555628708366,0,6250.891380306304,Subsistence,Bondo,dry,81.0,fair,Rice
5.631378,0.145387,9.138582,122.078392,1.55569,Loamy,9.0,22.7,6496.23,2.189072485848432,1,16549.741293016872,Progressive,Bondo,dry,73.0,fair,Cassava
5.837204,0.129419,17.913802,144.300439,1.723474,Clayey,171.0,22.2,6567.42,1.1732305190985193,1,12337.917348817302,Progressive,Bondo,dry,74.0,fair,Sorghum
5.97995,0.129404,13.282647,114.90511,1.907295,Loamy,720.0,21.2,6510.7,1.9849657088226849,0,13066.241508263978,Mixed,Bondo,dry,83.0,fair,Sorghum
5.685133,0.128839,12.204753,117.354651,1.343221,Loamy,504.0,21.9,6621.64,1.556826828193283,0,9927.073249245865,Mixed,Bondo,dry,81.0,fair,Cassava
6.139439,0.146574,15.887672,110.087194,1.419214,Loamy,261.0,22.4,6631.12,1.4187872174038396,1,9267.852950517808,Mixed,Bondo,dry,77.0,fair,Sorghum
5.840058,0.138617,8.200728,102.538306,1.513139,Clayey,1800.0,21.7,6746.45,1.487114137550941,0,11097.26946993058,Mixed,Bondo,dry,83.0,fair,Rice
5.712334,0.117249,11.360553,108.038201,1.456859,Loamy,819.0,21.5,6877.49,1.5501308701157903,0,10508.850501133771,Mixed,Bondo,dry,83.0,fair,Cassava
5.948685,0.134162,10.543862,124.761206,1.429507,Clayey,729.0,21.3,6486.8,3.1553221087944645,0,18412.768041686173,Commercial,Bondo,dry,83.0,fair,Sorghum
5.598582,0.096506,10.815021,120.79666,1.721077,Clayey,702.0,21.7,6854.18,1.552360541913626,0,11557.846698711215,Mixed,Bondo,short_rains,78.0,fair,Sorghum
5.490426,0.113885,11.967845,103.545153,1.711656,Clayey,612.0,22.3,6480.41,2.757925562262175,0,16501.361596111376,Mixed,Bondo,short_rains,79.0,fair,Sorghum
5.885774,0.093516,10.936544,106.413545,1.643599,Clayey,279.0,22.5,6947.65,2.556786125945767,1,17035.028277756406,Progressive,Bondo,short_rains,76.0,fair,Sorghum
5.806134,0.109579,7.983486,106.649281,1.75939,Clayey,144.0,22.4,6598.75,2.218571864827402,1,13327.556109478051,Progressive,Bondo,short_rains,75.0,fair,Sorghum
5.908847,0.11125,9.666949,115.992901,1.703401,Clayey,18.0,22.6,6811.53,0.6193766025918096,1,10117.942320352886,Mixed,Bondo,short_rains,74.0,fair,Sorghum
5.904228,0.087506,9.874985,111.619642,1.567469,Clayey,315.0,22.7,6539.4,2.802884263776388,1,16263.730611048511,Progressive,Bondo,short_rains,74.0,fair,Sorghum
6.102062,0.146103,10.922387,113.166832,1.632822,Clayey,117.0,22.9,6760.66,1.236013556539642,1,10414.542137731223,Mixed,Bondo,short_rains,69.0,fair,Sorghum
5.409713,0.115843,9.802085,101.110131,1.762443,Clayey,234.0,22.9,6622.39,2.275450798952597,1,15160.324640594225,Progressive,Bondo,short_rains,75.0,fair,Sorghum
5.629101,0.119186,11.508829,133.481852,1.47622,Clayey,99.0,23.3,6871.94,0.9458066920196072,1,9994.414858723394,Mixed,Bondo,short_rains,70.0,fair,Sorghum
5.642424,0.109502,11.576777,117.595546,1.778616,Clayey,1494.0000000000002,21.7,6822.44,0.8468442356194843,0,7373.805355058927,Subsistence,Bondo,short_rains,82.0,fair,Rice
5.933342,0.13518,7.159993,107.728381,1.077082,Clayey,9.0,22.4,6521.41,4.382950567558019,1,23741.46306421904,Commercial,Bondo,short_rains,77.0,fair,Sorghum
5.774549,0.149854,9.539476,104.452369,1.713016,Clayey,945.0,21.8,6581.2,0.9534853726459002,0,9167.71868901184,Mixed,Bondo,short_rains,80.0,fair,Rice
5.934118,0.134408,12.376119,109.384462,1.78317,Sandy,360.0,21.1,6910.81,2.8461734764981714,1,16356.014309013726,Progressive,Bondo,short_rains,84.0,fair,Sorghum
5.756628,0.131264,11.655728,128.052209,1.526339,Sandy,45.0,21.6,6501.7,1.667922044856708,1,12507.999856892437,Progressive,Bondo,short_rains,81.0,fair,Sorghum
5.696305,0.08946,8.032954,132.106816,1.932565,Loamy,342.0,21.9,8019.32,1.2605366836134446,1,8778.29491775248,Mixed,Bondo,short_rains,79.0,good,Sorghum
5.836143,0.123175,13.670932,106.39338,1.948691,Clayey,54.0,22.5,6691.26,1.5321760504420776,1,11198.029353356536,Mixed,Bondo,short_rains,74.0,fair,Sorghum
5.752257,0.13665,13.235501,108.745935,1.761731,Clayey,603.0,22.2,6653.23,0.7972642189973842,0,5672.78182731446,Subsistence,Bondo,short_rains,81.0,fair,Sorghum
5.777951,0.146585,17.025386,93.937769,2.043757,Loamy,1674.0000000000002,21.5,6880.64,1.557135199792432,0,11620.787788110025,Mixed,Bondo,short_rains,82.0,fair,Rice
5.830378,0.135918,15.779511,94.670108,1.559657,Clayey,639.0,22.1,6501.58,0.893128364472612,0,8175.290828597026,Subsistence,Bondo,short_rains,80.0,fair,Sorghum
5.786749,0.162582,10.023379,115.604276,1.895952,Sandy,288.0,21.8,6991.8,1.2768156782341296,1,10391.98940744076,Mixed,Bondo,short_rains,82.0,fair,Sorghum
5.896549,0.111889,11.619448,110.227247,2.002332,Loamy,666.0,22.0,6534.31,2.5374401890292027,0,11018.719007634869,Mixed,Bondo,short_rains,84.0,fair,Sorghum
5.710361,0.111889,11.969705,109.687218,1.491573,Loamy,324.0,22.1,6734.31,1.7899347233938618,1,11686.734213183789,Mixed,Bondo,short_rains,83.0,fair,Sorghum
5.733921,0.1319,14.705682,108.053994,1.735357,Clayey,108.0,22.0,6754.26,0.7256201144646716,1,7728.789901251366,Mixed,Bondo,short_rains,82.0,fair,Sorghum
5.499818,0.147999,11.271155,117.851485,1.424291,Clayey,189.0,22.3,6927.48,2.441893653964645,1,15823.301905673085,Progressive,Bondo,short_rains,79.0,fair,Sorghum
5.896615,0.150899,14.860667,115.557935,1.887016,Sandy,504.0,22.8,6825.1,1.5625328459371453,0,11672.034614700651,Mixed,Bondo,short_rains,76.0,fair,Sorghum
6.042261,0.088363,12.524162,126.492061,2.053313,Clayey,1242.0,21.3,6749.05,1.1830119192947937,0,7442.21865403103,Subsistence,Bondo,short_rains,88.0,fair,Rice
5.339577,0.126988,10.143502,145.216517,1.610607,Sandy,819.0,21.4,6575.41,2.312367006464638,0,12291.022092237576,Mixed,Bondo,short_rains,86.0,fair,Sorghum
5.828193,0.142145,9.306083,101.154799,1.7132,Clayey,864.0,22.1,6841.26,1.4377112577031177,0,8227.255874420747,Mixed,Bondo,short_rains,85.0,fair,Sorghum
5.670806,0.141643,14.138592,99.174803,1.617694,Loamy,4545.0,21.3,6536.05,0.8554360870405581,0,7796.175283188277,Subsistence,Bondo,short_rains,87.0,fair,Rice
5.66313,0.135167,14.028893,133.389166,2.218465,Sandy,1206.0,20.6,6836.22,4.099483745103543,0,18814.82904234549,Commercial,Bondo,short_rains,88.0,fair,Rice
5.825532,0.123466,14.306444,113.309844,1.538282,Clayey,549.0,21.2,6607.78,1.554277068322237,0,8609.747888453869,Mixed,Bondo,short_rains,84.0,fair,Sorghum
5.694057,0.070365,6.220992,123.686718,1.537547,Loamy,216.0,21.8,6816.36,1.503325559350331,1,12879.63297153941,Progressive,Bondo,short_rains,81.0,fair,Sorghum
5.778508,0.162013,11.613692,100.537887,1.831539,Loamy,54.0,22.5,6641.87,1.2704171494859136,1,13164.57301963426,Progressive,Bondo,short_rains,77.0,fair,Sorghum
5.628064,0.136017,14.657558,101.283071,1.702264,Clayey,62.99999999999999,22.5,7015.5,2.896729043893972,1,18242.70861158925,Progressive,Bondo,short_rains,77.0,fair,Sorghum
6.000956,0.109128,8.752824,124.409496,2.222389,Clayey,153.0,23.1,6536.37,1.1937065040679815,1,10636.750283785042,Mixed,Bondo,short_rains,76.0,fair,Sorghum
5.653402,0.11917,13.150644,98.991708,2.117199,Loamy,782.9999999999999,22.7,6500.5,0.7023035741789252,0,9763.312282830677,Mixed,Bondo,short_rains,83.0,fair,Sorghum
5.547754,0.129691,10.682058,131.23382,1.843281,Clayey,1368.0,21.6,6884.67,1.1019569182440163,0,8202.306119009052,Subsistence,Bondo,short_rains,88.0,fair,Rice
5.769394,0.133553,9.829209,124.130986,1.906302,Loamy,252.0,21.4,6928.33,3.126526963712826,1,18509.48597505923,Commercial,Bondo,short_rains,86.0,fair,Sorghum
5.533012,0.099984,10.300538,105.76505,1.866237,Clayey,180.0,21.9,6666.13,2.417439020812034,1,15509.54283805638,Progressive,Bondo,short_rains,81.0,fair,Sorghum
5.746966,0.107163,15.375988,132.696745,1.929066,Clayey,1323.0,21.1,6504.37,1.37354070298956,0,11769.656335705387,Mixed,Bondo,short_rains,87.0,fair,Rice
6.029418,0.134005,13.870265,120.533165,1.824756,Clayey,1539.0000000000002,22.0,6705.21,3.203015384129305,0,18299.42209277968,Commercial,Bondo,short_rains,79.0,fair,Rice
5.691037,0.114613,11.6418,111.600812,1.518204,Clayey,2736.0,20.6,7017.06,2.3138896947487133,0,14552.385345526944,Mixed,Bondo,short_rains,87.0,fair,Rice
5.429132,0.092985,16.741692,115.142136,1.555426,Clayey,378.0,21.4,6746.57,1.365299107369112,1,12126.13074870588,Progressive,Bondo,short_rains,83.0,fair,Sorghum
5.616978,0.110754,7.958429,90.812744,1.914178,Loamy,522.0,21.9,6800.79,1.438681221183772,0,9694.46636059802,Mixed,Bondo,short_rains,82.0,fair,Sorghum
5.86249,0.124778,10.49235,97.994216,1.619695,Loamy,1008.0,21.2,6944.68,1.86124425916106,0,11629.41147443922,Mixed,Bondo,short_rains,86.0,fair,Rice
5.721378,0.095498,15.419821,123.307464,1.988403,Loamy,2349.0,21.1,6595.91,1.0175713779308808,0,7316.305299331221,Subsistence,Bondo,short_rains,87.0,fair,Rice
5.840257,0.154429,11.504482,116.655497,1.865286,Loamy,1089.0,20.6,6897.21,1.5719904737998007,0,10327.002993922231,Mixed,Bondo,short_rains,87.0,fair,Rice
5.573465,0.146387,11.443827,131.587989,1.482669,Clayey,243.00000000000003,21.5,6719.47,1.841217337995448,1,14072.224655525835,Progressive,Bondo,short_rains,82.0,fair,Sorghum
5.617608,0.141496,11.633564,118.776511,1.490462,Clayey,657.0,21.5,6729.13,0.6523184317168114,0,6705.177563741131,Subsistence,Bondo,short_rains,85.0,fair,Sorghum
5.826729,0.126635,10.89307,99.652257,1.4588,Loamy,135.0,21.9,6848.84,1.4212736870086728,1,12940.444092925884,Progressive,Bondo,short_rains,80.0,fair,Sorghum
6.02218,0.102757,13.942627,101.620844,1.876986,Loamy,648.0,21.8,6582.77,1.339653212208549,0,10141.569109473276,Mixed,Bondo,short_rains,82.0,fair,Sorghum
5.622545,0.109894,10.083415,104.199218,1.952783,Clayey,369.0,22.4,6566.16,2.6767285815971174,1,17470.046244364123,Progressive,Bondo,short_rains,83.0,fair,Sorghum
5.70748,0.148816,17.81546,107.008046,1.642109,Clayey,846.0,21.9,6586.29,0.601013166651005,0,5682.825769985251,Subsistence,Bondo,short_rains,85.0,fair,Sorghum
5.919981,0.110715,8.788125,115.870413,1.719079,Clayey,90.0,22.5,6840.24,1.28610319784554,1,9929.838388001768,Mixed,Bondo,short_rains,80.0,fair,Sorghum
5.72621,0.124413,15.622286,128.276014,1.784014,Clayey,666.0,22.1,6494.37,1.2207770514004328,0,7975.705727448214,Mixed,Bondo,short_rains,82.0,fair,Sorghum
5.827555,0.119788,13.715788,121.538515,1.895108,Loamy,855.0,21.3,6512.33,2.583737260142513,0,16357.122501676648,Mixed,Bondo,short_rains,85.0,fair,Sorghum
5.55197,0.122181,10.398827,129.152576,1.650176,Clayey,27.0,21.6,6914.49,1.5331980519265058,1,10366.856704729538,Mixed,Bondo,short_rains,82.0,fair,Sorghum
5.70071,0.122734,12.465623,118.865245,1.806744,Clayey,702.0,21.9,6735.04,3.9907102227040254,0,21188.850150844493,Commercial,Bondo,short_rains,84.0,fair,Sorghum
5.575724,0.120704,13.758234,108.968314,1.705366,Loamy,747.0000000000001,21.8,6780.07,2.2130041992210736,0,13723.143931105424,Mixed,Bondo,short_rains,83.0,fair,Sorghum
5.362886,0.116873,13.277363,97.365965,1.408065,Clayey,2133.0,20.7,6908.74,1.26704072416613,0,8700.466560985002,Mixed,Bondo,short_rains,90.0,fair,Rice
5.523106,0.119253,7.716844,121.574711,1.993619,Clayey,855.0,20.9,6677.39,1.7764598262066418,0,11618.046129948902,Mixed,Bondo,short_rains,85.0,fair,Sorghum
5.789642,0.121243,12.749939,112.868585,1.783223,Clayey,45.0,21.9,6851.59,1.3045840040687364,1,11684.733378596904,Mixed,Bondo,short_rains,81.0,fair,Sorghum
5.810365,0.108001,8.845664,123.513022,1.681837,Clayey,558.0,22.0,6830.41,2.45195573930102,0,13112.039766212583,Mixed,Bondo,short_rains,83.0,fair,Sorghum
5.853718,0.099786,14.205939,106.754011,1.568542,Clayey,297.0,22.2,6733.19,0.7844732457879808,1,8347.46304290882,Mixed,Bondo,short_rains,81.0,fair,Sorghum
5.801793,0.118335,14.253829,133.606031,1.578374,Loamy,270.0,21.5,6945.86,1.0219147691643828,1,10131.132613708634,Mixed,Bondo,short_rains,84.0,fair,Sorghum
5.6556,0.109244,8.887572,133.658822,1.430779,Clayey,243.00000000000003,21.3,6699.03,1.987661371878952,1,14224.224073807698,Progressive,Bondo,short_rains,85.0,fair,Sorghum
5.333379,0.123812,7.552191,103.534886,1.495279,Sandy,90.0,21.7,6730.46,2.9665312867123896,1,16753.12565226229,Progressive,Bondo,short_rains,83.0,fair,Sorghum
5.471178,0.105795,11.22914,117.948969,1.53245,Loamy,324.0,21.6,6746.86,0.4990626350365601,1,8100.017551229877,Mixed,Bondo,short_rains,85.0,fair,Sorghum
5.920949,0.090936,11.369109,95.160462,1.608939,Clayey,396.00000000000006,22.0,6630.04,3.2050414791937474,1,19510.56877486658,Commercial,Bondo,short_rains,83.0,fair,Sorghum
5.531572,0.151183,11.917188,104.157091,1.984421,Loamy,135.0,21.8,6749.72,1.4580934602573068,1,13222.951068216917,Progressive,Bondo,short_rains,82.0,fair,Sorghum
5.6851,0.113614,12.826682,103.517138,1.839294,Clayey,189.0,22.5,6987.87,0.5888316378748192,1,8346.836409913552,Mixed,Bondo,short_rains,79.0,fair,Sorghum
5.71255,0.084972,11.55926,106.755905,1.536131,Clayey,630.0,21.7,6805.16,0.3292629926510907,0,4998.549940619047,Subsistence,Bondo,short_rains,85.0,fair,Sorghum
5.42296,0.138379,12.128327,110.73175,1.401244,Clayey,126.0,22.2,6811.82,0.7080215455240482,1,9794.156553365236,Mixed,Bondo,short_rains,78.0,fair,Sorghum
5.766442,0.116144,10.06636,104.66977,1.536515,Loamy,0.0,22.2,6978.46,1.5523244844814907,1,13755.826035637408,Progressive,Bondo,short_rains,76.0,fair,Sorghum
6.005556,0.123775,9.639592,115.841748,2.009095,Loamy,0.0,22.3,5540.02,1.5154812121957135,1,10602.587351832291,Mixed,Bondo,short_rains,76.0,low,Sorghum
5.696249,0.127109,13.227844,95.635133,1.852769,Sandy,0.0,22.8,6485.26,2.179867785369798,1,14424.457086584873,Progressive,Bondo,short_rains,73.0,fair,Sorghum
5.646142,0.141563,13.043528,125.914114,1.683922,Clayey,18.0,22.7,6808.57,1.1785285486529875,1,8309.253196805337,Mixed,Bondo,short_rains,72.0,fair,Sorghum
5.468322,0.128856,11.112944,101.245962,1.716597,Clayey,594.0,22.7,6974.04,0.8814552147603388,0,6643.928458966647,Subsistence,Bondo,short_rains,81.0,fair,Sorghum
5.645223,0.098145,9.583872,112.118276,1.949035,Clayey,81.0,22.3,6670.01,1.265155549202294,1,12989.938871680646,Progressive,Bondo,short_rains,80.0,fair,Sorghum
5.808253,0.101824,15.315116,108.90217,1.715546,Clayey,1458.0,21.4,6727.56,1.5959630532932365,0,9507.7895457964,Mixed,Bondo,short_rains,84.0,fair,Rice
5.698726,0.097498,15.663398,126.345819,2.173128,Loamy,540.0,21.4,6584.58,1.768270328701803,0,12077.703641269947,Mixed,Bondo,short_rains,85.0,fair,Sorghum
5.612058,0.114404,14.406465,110.060776,1.736407,Loamy,270.0,21.6,6899.17,1.0404302779387125,1,10753.480799288092,Mixed,Bondo,short_rains,83.0,fair,Sorghum
5.90118,0.130368,13.292564,131.499921,1.533664,Clayey,720.0,21.4,6809.54,2.506161461018704,0,13916.437052210382,Mixed,Bondo,short_rains,83.0,fair,Sorghum
5.647685,0.108737,9.502768,118.29637,1.315912,Clayey,243.00000000000003,21.7,7654.16,1.135273599490318,1,10113.897889480122,Mixed,Bondo,short_rains,84.0,good,Sorghum
5.614431,0.111153,14.718509,102.776501,1.80836,Clayey,468.0,21.3,6801.79,0.9977495077545154,0,9952.16333027313,Mixed,Bondo,short_rains,86.0,fair,Sorghum
5.728242,0.110406,13.173053,111.442493,1.678068,Clayey,117.0,21.5,6866.21,1.1828850535696815,1,11990.96683092604,Mixed,Bondo,short_rains,84.0,fair,Sorghum
5.961399,0.112849,9.646405,113.470303,1.532537,Clayey,162.0,22.1,6577.11,2.742628840734638,1,20094.424211493344,Progressive,Bondo,short_rains,81.0,fair,Sorghum
5.669092,0.135624,13.452144,122.813114,1.858346,Clayey,576.0,22.3,7017.62,1.4636683375300423,0,7172.150950166,Mixed,Bondo,short_rains,82.0,fair,Sorghum
5.522892,0.118255,10.776903,116.022711,1.774016,Clayey,18.0,22.5,6910.5,1.0929199616764542,1,11121.71552443871,Mixed,Bondo,short_rains,76.0,fair,Sorghum
5.809163,0.143428,13.723772,111.338644,1.628099,Sandy,0.0,22.6,6621.17,2.538506790059784,1,13690.60741712622,Progressive,Bondo,short_rains,74.0,fair,Sorghum
5.633649,0.11396,14.41768,104.826638,1.781167,Clayey,0.0,23.0,6661.45,4.778990065316771,1,25912.22009304161,Commercial,Bondo,short_rains,74.0,fair,Sorghum
5.810968,0.124102,13.04367,119.731251,1.692536,Loamy,1008.0,21.3,6715.55,1.748983863457964,0,11165.572194173945,Mixed,Bondo,short_rains,85.0,fair,Rice
5.290258,0.120113,10.063286,109.761884,1.904849,Sandy,468.0,21.2,6524.58,2.9790309993936326,0,15221.121548533663,Mixed,Bondo,dry,84.0,fair,Cassava
5.707364,0.128813,13.259358,105.344451,1.738102,Clayey,1368.0,20.8,6760.4,2.687900845911737,0,14647.21830248912,Mixed,Bondo,dry,84.0,fair,Rice
5.650276,0.133287,13.135254,101.657326,1.643544,Clayey,225.0,21.7,6871.64,1.1446138476203056,1,10331.492815334674,Mixed,Bondo,dry,82.0,fair,Cassava
5.508082,0.12419,10.356814,126.306531,1.969151,Loamy,54.0,21.9,6513.55,1.5901840652619186,1,13086.549705062343,Progressive,Bondo,dry,81.0,fair,Cassava
5.45741,0.172243,11.149734,96.17245,1.506273,Clayey,90.0,22.0,6845.68,0.804991784306512,1,7888.1027575373555,Mixed,Bondo,dry,80.0,fair,Cassava
5.643989,0.151275,16.090902,119.762567,1.438432,Clayey,9.0,22.2,6932.2,1.4097748650892166,1,10918.65763789615,Mixed,Bondo,dry,79.0,fair,Cassava
5.486114,0.11412,15.543897,114.2544,1.600341,Clayey,0.0,22.6,6764.1,1.1324472603401756,1,11262.273966552208,Mixed,Bondo,dry,73.0,fair,Cassava
5.106833,0.148186,10.695579,107.440583,1.363062,Loamy,54.0,23.1,6904.26,1.2718840463955396,1,12087.232325242518,Progressive,Bondo,dry,75.0,fair,Cassava
5.464942,0.146235,7.452492,105.395431,1.412686,Loamy,1215.0,20.8,6679.3,1.0618945070758263,0,11697.89273213569,Mixed,Bondo,dry,87.0,fair,Rice
5.456281,0.100797,15.161348,114.219171,1.672254,Clayey,297.0,20.9,6736.98,1.3508170880104402,1,11756.501687221702,Mixed,Bondo,dry,84.0,fair,Cassava
5.705852,0.0864,16.564295,107.550341,1.731931,Clayey,198.00000000000003,21.2,6902.5,2.068370288304792,1,15328.28662266947,Progressive,Bondo,dry,84.0,fair,Cassava
5.462237,0.128367,15.362113,107.076996,1.6672,Loamy,1098.0,21.1,6808.42,1.473829634319416,0,10001.993209374095,Mixed,Bondo,dry,84.0,fair,Rice
5.699867,0.122112,11.119704,125.927331,1.82072,Clayey,459.0,22.5,6973.59,0.5948333106625885,0,8262.307503203698,Subsistence,Bondo,dry,80.0,fair,Cassava
5.509371,0.079889,13.375443,112.150732,1.626465,Loamy,189.0,22.4,6563.68,1.0639807580886602,1,9230.490621398076,Mixed,Bondo,dry,82.0,fair,Cassava
5.8565,0.126824,9.865632,114.089522,1.340363,Loamy,648.0,21.6,6516.28,0.7117079293405614,0,6989.5806533086725,Subsistence,Bondo,dry,85.0,fair,Sorghum
5.77493,0.125368,14.278421,104.374496,1.869358,Sandy,1071.0,21.0,7019.46,1.780530435726204,0,11860.273671722436,Mixed,Bondo,dry,84.0,fair,Rice
5.639976,0.113572,10.619015,125.936802,1.703413,Loamy,27.0,21.2,6580.27,2.037502981221848,1,15024.419115399302,Progressive,Bondo,dry,82.0,fair,Cassava
5.728786,0.152937,10.502462,128.658227,1.859431,Clayey,162.0,21.6,6508.89,1.792130392117738,1,14530.971213649878,Progressive,Bondo,dry,82.0,fair,Cassava
5.814951,0.120505,11.712208,116.62232,1.845105,Clayey,855.0,21.8,6860.13,1.0413830812798293,0,8210.215828641703,Subsistence,Bondo,dry,84.0,fair,Sorghum
5.712229,0.117429,10.667495,131.127567,1.936464,Loamy,207.0,22.6,6971.06,1.7831189376752503,1,14440.841587052531,Progressive,Bondo,dry,80.0,fair,Cassava
5.728235,0.12454,13.516727,107.474735,1.542753,Loamy,513.0,21.8,6788.45,1.2281888284504896,0,7541.442120689884,Mixed,Bondo,dry,83.0,fair,Cassava
5.278535,0.100003,10.021058,125.031523,1.4824,Clayey,1152.0,21.7,6579.69,0.867727777528219,0,8027.28407186563,Subsistence,Bondo,dry,84.0,fair,Rice
5.596329,0.108046,17.592187,109.447747,1.701968,Clayey,243.00000000000003,22.3,7015.52,2.306666844942425,1,13303.246367727525,Progressive,Bondo,dry,79.0,fair,Cassava
5.544285,0.07381,13.111158,108.213439,1.690078,Clayey,90.0,22.2,6582.86,2.399773677669786,1,15688.108973040844,Progressive,Bondo,dry,80.0,fair,Cassava
5.910167,0.131486,11.130371,130.782269,1.969582,Loamy,378.0,21.7,6910.97,2.568766057052169,1,19669.794024026345,Progressive,Bondo,dry,83.0,fair,Sorghum
