date,sub_county,season,temperature_2m_mean,precipitation_sum,relative_humidity_2m_mean,soil_moisture_0_to_7cm_mean,soil_temperature_0_to_7cm_mean,soil_type,soil_ph_avg,organic_matter_avg,market_retail_avg,market_signal,target_crop,yield_kg_per_ha
2014-06-02,Rarieda,dry,24.4,0.0,69,0.289,25.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-06-03,Rarieda,dry,24.1,0.8,73,0.276,25.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-06-04,Rarieda,dry,23.5,1.9,74,0.277,24.8,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-06-05,Rarieda,dry,21.8,7.9,79,0.305,23.1,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-06-06,Rarieda,dry,23.2,0.2,73,0.313,24.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-06-07,Rarieda,dry,23.0,4.7,76,0.321,24.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-06-08,Rarieda,dry,22.7,1.9,77,0.32,24.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-06-09,Rarieda,dry,22.2,7.1,80,0.335,23.7,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-06-10,Rarieda,dry,23.0,1.9,72,0.329,24.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-06-11,Rarieda,dry,23.2,0.5,73,0.312,24.3,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-06-12,Rarieda,dry,22.9,2.2,77,0.31,24.0,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-06-13,Rarieda,dry,23.0,1.0,75,0.303,24.0,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-06-14,Rarieda,dry,23.1,1.5,74,0.291,24.3,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-06-15,Rarieda,dry,22.6,3.8,78,0.294,23.8,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-06-16,Rarieda,dry,23.2,0.6,77,0.283,24.1,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-06-17,Rarieda,dry,23.9,0.0,73,0.269,24.6,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-06-18,Rarieda,dry,23.9,0.0,75,0.257,25.0,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-06-19,Rarieda,dry,22.7,6.4,82,0.27,24.4,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-06-20,Rarieda,dry,22.9,1.5,76,0.291,24.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-06-21,Rarieda,dry,23.1,1.9,70,0.281,24.1,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-06-22,Rarieda,dry,23.8,0.1,60,0.269,24.6,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-06-23,Rarieda,dry,23.6,0.0,58,0.252,24.7,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-06-24,Rarieda,dry,23.1,0.1,60,0.237,24.6,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-06-25,Rarieda,dry,22.9,1.0,69,0.23,24.5,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-06-26,Rarieda,dry,22.8,0.2,71,0.223,24.6,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-06-27,Rarieda,dry,23.5,0.0,67,0.216,24.6,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-06-28,Rarieda,dry,24.1,0.4,65,0.211,24.9,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-06-29,Rarieda,dry,23.8,0.0,64,0.204,25.1,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-06-30,Rarieda,dry,23.6,0.7,67,0.199,25.3,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-01,Rarieda,dry,24.0,0.0,63,0.193,25.5,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-02,Rarieda,dry,23.8,0.0,66,0.187,25.5,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-03,Rarieda,dry,24.3,0.2,59,0.183,25.8,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-04,Rarieda,dry,24.3,0.0,56,0.177,26.0,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-05,Rarieda,dry,24.3,0.0,60,0.172,25.8,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-06,Rarieda,dry,24.1,0.2,60,0.169,25.7,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-07,Rarieda,dry,23.5,0.3,64,0.168,25.4,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-08,Rarieda,dry,22.8,3.9,68,0.187,24.5,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-09,Rarieda,dry,23.1,0.9,71,0.191,24.5,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-10,Rarieda,dry,22.4,6.8,75,0.207,23.9,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-11,Rarieda,dry,23.2,0.2,67,0.213,24.9,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-12,Rarieda,dry,22.6,2.6,73,0.216,24.6,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-13,Rarieda,dry,22.4,1.5,72,0.215,24.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-14,Rarieda,dry,24.0,0.0,63,0.207,25.1,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-15,Rarieda,dry,24.4,0.1,62,0.197,25.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-16,Rarieda,dry,23.3,2.3,71,0.204,24.9,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-17,Rarieda,dry,22.4,3.3,74,0.212,24.5,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-18,Rarieda,dry,22.8,2.7,71,0.226,24.8,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-19,Rarieda,dry,24.0,0.4,68,0.216,25.6,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-20,Rarieda,dry,23.8,3.1,69,0.224,25.5,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-21,Rarieda,dry,22.2,11.6,78,0.307,24.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-22,Rarieda,dry,22.9,0.8,71,0.294,24.6,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-23,Rarieda,dry,23.1,1.6,73,0.273,24.6,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-24,Rarieda,dry,22.5,1.1,72,0.263,24.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-25,Rarieda,dry,22.6,1.7,70,0.256,24.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-26,Rarieda,dry,22.5,0.4,72,0.246,24.0,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-27,Rarieda,dry,22.9,8.0,74,0.255,24.8,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-28,Rarieda,dry,23.2,1.5,71,0.284,24.5,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-29,Rarieda,dry,23.9,0.1,60,0.269,25.0,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-30,Rarieda,dry,23.8,0.0,53,0.245,25.4,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-07-31,Rarieda,dry,23.8,0.3,59,0.229,24.8,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-01,Rarieda,dry,23.7,0.0,61,0.215,25.1,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-02,Rarieda,dry,23.3,3.1,68,0.213,25.1,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-03,Rarieda,dry,22.5,8.9,72,0.303,24.3,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-04,Rarieda,dry,22.4,4.9,74,0.304,24.3,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-05,Rarieda,dry,22.9,1.2,69,0.285,24.6,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-06,Rarieda,dry,23.3,1.6,68,0.268,24.9,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-07,Rarieda,dry,21.3,15.1,77,0.314,23.0,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-08,Rarieda,dry,22.9,0.0,66,0.298,24.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-09,Rarieda,dry,22.7,1.9,70,0.283,24.5,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-10,Rarieda,dry,22.9,0.3,70,0.283,24.7,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-11,Rarieda,dry,22.4,11.2,76,0.306,24.0,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-12,Rarieda,dry,21.8,7.1,77,0.318,23.6,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-13,Rarieda,dry,21.5,10.2,79,0.337,23.4,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-14,Rarieda,dry,22.7,1.4,68,0.338,24.1,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-15,Rarieda,dry,22.6,2.2,73,0.328,24.3,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-16,Rarieda,dry,22.9,0.8,71,0.309,24.5,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-17,Rarieda,dry,23.7,1.7,60,0.292,25.1,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-18,Rarieda,dry,23.8,0.0,60,0.274,24.9,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-19,Rarieda,dry,23.5,0.4,64,0.256,25.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-20,Rarieda,dry,23.4,1.9,66,0.25,25.4,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-21,Rarieda,dry,24.0,0.5,64,0.239,25.4,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-22,Rarieda,dry,24.1,0.3,66,0.227,26.0,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-23,Rarieda,dry,22.8,6.2,73,0.242,24.8,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-24,Rarieda,dry,22.6,3.7,77,0.294,24.3,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-25,Rarieda,dry,22.1,12.9,80,0.322,24.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-26,Rarieda,dry,22.8,1.2,77,0.343,24.6,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-27,Rarieda,dry,23.3,0.4,69,0.31,25.1,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-28,Rarieda,dry,23.6,3.2,70,0.296,25.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-29,Rarieda,dry,23.2,1.5,72,0.281,25.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-30,Rarieda,dry,23.8,0.7,65,0.266,25.3,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-08-31,Rarieda,dry,22.5,4.1,77,0.27,24.1,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-01,Rarieda,dry,22.6,9.6,72,0.324,24.4,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-02,Rarieda,dry,22.6,1.0,74,0.314,24.3,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-03,Rarieda,dry,21.9,9.3,75,0.325,23.6,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-04,Rarieda,dry,22.3,0.5,67,0.307,23.6,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-05,Rarieda,dry,20.8,20.1,81,0.342,22.6,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-06,Rarieda,dry,21.5,6.8,74,0.381,23.0,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-07,Rarieda,dry,22.0,2.1,76,0.355,23.8,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-08,Rarieda,dry,22.7,0.3,73,0.332,24.0,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-09,Rarieda,dry,23.3,0.0,68,0.311,24.7,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-10,Rarieda,dry,23.9,0.3,68,0.292,24.8,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-11,Rarieda,dry,23.0,5.9,73,0.298,24.9,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-12,Rarieda,dry,24.7,0.0,64,0.282,25.5,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-13,Rarieda,dry,24.2,1.9,71,0.271,25.8,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-14,Rarieda,dry,24.1,0.6,70,0.258,25.9,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-15,Rarieda,dry,24.5,0.6,62,0.245,26.1,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-16,Rarieda,dry,24.6,0.0,63,0.23,26.3,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-17,Rarieda,dry,23.9,1.0,70,0.224,25.9,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-18,Rarieda,dry,23.6,1.0,74,0.222,25.7,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-19,Rarieda,dry,23.5,2.2,77,0.225,24.8,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-20,Rarieda,dry,23.5,2.1,75,0.227,25.4,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-21,Rarieda,dry,24.0,1.0,70,0.225,26.0,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-22,Rarieda,dry,25.1,0.7,58,0.216,26.8,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-23,Rarieda,dry,24.0,1.4,65,0.208,27.0,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-24,Rarieda,dry,24.0,1.8,62,0.217,26.7,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-25,Rarieda,dry,24.8,0.6,57,0.204,27.3,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-26,Rarieda,dry,24.2,5.7,64,0.205,26.9,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-27,Rarieda,dry,23.2,1.9,73,0.242,25.7,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-28,Rarieda,dry,23.5,0.8,72,0.233,25.6,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-29,Rarieda,dry,23.7,8.7,71,0.275,25.6,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-09-30,Rarieda,dry,23.8,1.8,72,0.276,25.9,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-01,Rarieda,short_rains,22.6,9.3,81,0.311,25.1,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-02,Rarieda,short_rains,23.2,7.7,75,0.346,25.4,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-03,Rarieda,short_rains,22.7,6.8,78,0.334,25.3,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-04,Rarieda,short_rains,22.6,14.6,77,0.363,24.8,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-05,Rarieda,short_rains,23.2,8.4,75,0.377,25.5,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-06,Rarieda,short_rains,23.1,2.2,75,0.347,25.4,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-07,Rarieda,short_rains,23.2,3.2,76,0.333,25.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-08,Rarieda,short_rains,23.1,5.6,78,0.342,25.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-09,Rarieda,short_rains,23.2,8.5,80,0.345,25.1,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-10,Rarieda,short_rains,25.0,0.4,67,0.323,26.1,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-11,Rarieda,short_rains,25.2,0.1,63,0.296,26.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-12,Rarieda,short_rains,24.3,2.7,69,0.298,25.9,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-13,Rarieda,short_rains,24.1,2.6,69,0.289,26.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-14,Rarieda,short_rains,24.1,3.3,68,0.281,25.9,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-15,Rarieda,short_rains,23.2,4.4,74,0.28,24.9,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-16,Rarieda,short_rains,22.7,9.4,79,0.302,24.7,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-17,Rarieda,short_rains,23.4,1.3,75,0.292,25.5,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-18,Rarieda,short_rains,23.3,3.6,77,0.281,25.3,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-19,Rarieda,short_rains,22.4,9.4,81,0.305,24.4,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-20,Rarieda,short_rains,21.6,23.3,84,0.381,23.7,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-21,Rarieda,short_rains,21.2,15.8,84,0.397,23.1,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-22,Rarieda,short_rains,22.7,3.3,77,0.364,24.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-23,Rarieda,short_rains,22.4,11.9,82,0.377,24.6,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-24,Rarieda,short_rains,22.9,4.9,75,0.388,24.7,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-25,Rarieda,short_rains,23.0,7.5,79,0.379,24.7,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-26,Rarieda,short_rains,23.9,2.0,73,0.361,25.1,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-27,Rarieda,short_rains,23.7,2.8,77,0.346,25.1,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-28,Rarieda,short_rains,24.6,0.3,68,0.326,25.9,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-29,Rarieda,short_rains,24.6,2.0,70,0.313,26.0,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-30,Rarieda,short_rains,24.1,5.4,71,0.313,26.0,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-10-31,Rarieda,short_rains,23.7,4.8,74,0.328,25.6,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-01,Rarieda,short_rains,24.9,1.5,67,0.315,26.1,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-02,Rarieda,short_rains,23.0,6.7,80,0.324,25.3,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-03,Rarieda,short_rains,22.6,4.7,79,0.331,24.7,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-04,Rarieda,short_rains,24.1,0.2,70,0.315,25.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-05,Rarieda,short_rains,24.8,0.0,66,0.292,25.7,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-06,Rarieda,short_rains,25.1,0.2,66,0.274,26.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-07,Rarieda,short_rains,24.7,5.0,68,0.269,26.3,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-08,Rarieda,short_rains,24.4,0.9,69,0.303,26.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-09,Rarieda,short_rains,24.2,1.9,73,0.291,26.1,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-10,Rarieda,short_rains,24.6,1.8,67,0.285,26.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-11,Rarieda,short_rains,24.8,1.1,63,0.268,26.6,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-12,Rarieda,short_rains,24.9,1.5,64,0.255,26.6,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-13,Rarieda,short_rains,24.3,3.1,69,0.245,26.3,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-14,Rarieda,short_rains,22.9,9.2,76,0.263,25.0,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-15,Rarieda,short_rains,22.3,5.0,80,0.307,24.0,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-16,Rarieda,short_rains,22.8,4.2,78,0.304,24.3,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-17,Rarieda,short_rains,23.8,0.5,74,0.295,24.9,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-18,Rarieda,short_rains,24.6,1.0,69,0.276,25.6,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-19,Rarieda,short_rains,23.9,4.2,74,0.264,25.7,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-20,Rarieda,short_rains,22.2,16.1,79,0.295,24.4,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-21,Rarieda,short_rains,21.3,16.5,81,0.373,23.4,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-22,Rarieda,short_rains,23.1,0.6,74,0.344,24.4,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-23,Rarieda,short_rains,22.4,11.5,81,0.35,24.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-24,Rarieda,short_rains,23.5,0.9,73,0.341,24.9,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-25,Rarieda,short_rains,23.9,4.6,74,0.334,25.3,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-26,Rarieda,short_rains,22.4,17.4,80,0.375,24.5,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-27,Rarieda,short_rains,21.4,22.8,83,0.393,23.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-28,Rarieda,short_rains,22.8,0.9,79,0.361,24.3,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-29,Rarieda,short_rains,22.5,7.2,81,0.362,24.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-11-30,Rarieda,short_rains,22.2,8.8,82,0.381,23.9,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-12-01,Rarieda,short_rains,23.1,1.5,75,0.358,24.7,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-12-02,Rarieda,short_rains,22.4,10.8,81,0.368,24.3,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-12-03,Rarieda,short_rains,23.0,3.7,73,0.366,23.9,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-12-04,Rarieda,short_rains,23.4,0.4,71,0.342,24.6,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-12-05,Rarieda,short_rains,23.3,0.9,73,0.328,24.6,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-12-06,Rarieda,short_rains,23.9,1.4,71,0.314,25.1,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-12-07,Rarieda,short_rains,23.9,0.7,72,0.3,25.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-12-08,Rarieda,short_rains,24.6,0.0,64,0.284,25.5,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-12-09,Rarieda,short_rains,23.7,3.0,76,0.284,25.1,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-12-10,Rarieda,short_rains,23.8,4.0,72,0.294,25.4,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-12-11,Rarieda,short_rains,23.9,1.6,74,0.286,25.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-12-12,Rarieda,short_rains,24.2,2.0,69,0.288,25.4,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-12-13,Rarieda,short_rains,24.9,0.0,64,0.272,25.8,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-12-14,Rarieda,short_rains,25.1,0.1,62,0.253,26.1,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-12-15,Rarieda,short_rains,24.8,0.8,72,0.242,26.2,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-12-16,Rarieda,short_rains,25.1,0.8,64,0.234,26.5,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-12-17,Rarieda,short_rains,24.2,4.4,73,0.272,26.0,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-12-18,Rarieda,short_rains,23.7,1.5,74,0.281,25.5,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-12-19,Rarieda,short_rains,24.7,0.1,67,0.264,25.8,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-12-20,Rarieda,short_rains,23.5,5.3,77,0.255,25.5,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-12-21,Rarieda,short_rains,23.0,8.8,77,0.31,24.9,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-12-22,Rarieda,short_rains,23.4,1.2,76,0.298,24.9,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-12-23,Rarieda,short_rains,23.6,1.1,75,0.281,25.1,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-12-24,Rarieda,short_rains,23.3,7.0,76,0.279,25.1,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
2014-12-25,Rarieda,short_rains,23.7,1.1,68,0.296,24.4,clay,5.6,1.9,80.66666666666667,fair,Cassava,8500.0
